date,title,description
16.09.2025,Нацбанк выпускает коллекционные монеты E. BÓKETOV. 100 JYL,Монеты изготовлены из сплава мельхиор
16.09.2025,Казахстан получит финансирование от АБР на строительство дороги,КазАвтоЖол возьмет заем под государственную гарантию на 400 млн долларов
16.09.2025,Направление рынкам на этой неделе задает Федрезерв,"Рисковые активы растут, золото дорожает, а доллар теряет позиции"
16.09.2025,На бирже доллар продается возле отметки 540 тенге,В обменных пунктах Астаны и Алматы максимальный курс продажи американской валюты составил 543 тенге
16.09.2025,Использование пенсионных накоплений на стоматологические услуги могут отменить ,Приказ об этом вынес на обсуждение Минздрав
16.09.2025,"Курсы валют на 16 сентября, цены на нефть и металлы ","Официальный курс – 541,18 тенге за доллар США"
15.09.2025,Золото выходит из летнего затишья,Обзор от аналитиков BCC Invest
15.09.2025,"Средневзвешенный курс доллара на бирже составил 541,18 тенге",В обменных пунктах Астаны и Алматы максимальный курс продажи американской валюты – 543 тенге
15.09.2025,Цифровой тенге получит официальный статус национальной валюты  ,В стране легализуют оборот цифровых активов
15.09.2025,До $1 млрд средств Нацфонда планируют вложить в высокотехнологичные секторы экономики  ,Для этого разработают специальную программу
15.09.2025,Государство будет входить в капитал проблемных банков,Госпомощь будет временной и минимальной
15.09.2025,Казахстан делает ставку на цифровые активы как на стратегический ресурс,"Это создание полноценной цифровой экосистемы, где государственные механизмы работают в связке с частными проектами и международными партнерами, отметил эксперт Binance Kazakhstan Нурхат Кушимов"
15.09.2025,Госпомощь будет оказываться только системно значимым банкам ,Такой статус будут присваивать финрегулятор совместно с Нацбанком
15.09.2025,С руководителями БВУ рассмотрели проект нового закона о банках,"Предложено отдельно обсудить вопросы кредитования ИП, института финансового омбудсмана, обязательств созаемщиков"
15.09.2025,"Доверие американцев к экономике падает, инфляционные ожидания растут ",Потребители недовольны высокой инфляцией и слабым рынком труда
15.09.2025,ForteBank получил разрешение регулятора на сделку с Home Credit Bank,Forte получил согласие АРРФР на приобретение статуса банковского холдинга и значительное участие в капитале Home Credit Bank
