date,title,description
06.10.2025,Покупательная способность зарплат учителей падает в Казахстане ,"Их оклады меньше средних в стране, констатируют аналитики"
06.10.2025,Услуги стоматологов подорожали на 11% ,"В первом полугодии объем оказанных услуг в области стоматологии составил 63,7 млрд тенге"
06.10.2025,Investment board будет определять и сопровождать приоритетные проекты,"Специалисты определят направления экономики Казахстана для наиболее эффективного развития, сказал Серик Жумангарин"
06.10.2025,Halyk и Visa запустили инновационный сервис для бизнес-платежей ,Перевод средств за границу станет еще быстрее
06.10.2025,В Казахстане почти 29 тысяч га яблоневых садов,С 2014 года фермеры получили инвестиционные субсидии на закладку садов и внедрение интенсивных технологий
04.10.2025,В Атырау построят спортивно-оздоровительный комплекс за 24 млрд тенге,Финансирует работы компания Texol
04.10.2025,Продкорпорация объявила цены на зерно урожая 2025 года,Стоимость указана с учетом НДС
03.10.2025,Министр энергетики Ерлан Аккенженов провел переговоры с руководителями Masdar ,Они обсудили мегапроект ветроэлектростанции на 1 ГВт в Жамбылской области
03.10.2025,Добыча газа в Казахстане может увеличиться до 74 млрд кубометров к 2030 году ,Рост планируют обеспечить за счет ввода новых месторождений и наращивания добычи на действующих активах
03.10.2025,Президент 6-7 октября посетит с визитом Азербайджан,Касым-Жомарт Токаев примет участие в XII саммите Совета глав государств Организации тюркских государств
03.10.2025,Президент поручил ускорить строительство автодороги по маршруту Торгай - Иргиз  ,Также это касается других трасс западного направления
03.10.2025,В 2025 году в Карагандинской области запланирована реализация проектов на 195 млрд тенге,"До 2030 года сформирован пул из 120 инвестпроектов на 4,5 трлн тенге"
03.10.2025,У кого в Казахстане размер зарплаты превышает 15 млн тенге,Аналитики составили топ-30 профессий с максимальными номинальными окладами
03.10.2025,Адилбек Умралиев стал председателем правления Qazaq Air,С мая 2024 года он исполнял обязанности председателя правления авиакомпании
03.10.2025,Казахстан и Китай обсуждают запуск цифровой платформы для агроторговли,"Сервис будет ориентирован на закупки казахстанского зерна, масличных культур, растительного масла"
03.10.2025,Хлебоприемные предприятия в Казахстане отказывали в приеме зерна и завышали тарифы - АЗРК ,Для фермеров также устанавливали дискриминационные условия
03.10.2025,До 2030 года в Казахстане намечен запуск шести крупных проектов энергетики на $15 млрд ,Стать официальным членом Международного энергетического форума пригласили РК
03.10.2025,Казахстан поддерживает решение ОПЕК+ об увеличении добычи нефти,Об этом сказал президент на встрече с генеральным секретарем организации
03.10.2025,Бухтарминскую ГЭС передали Qazaq Green Power PLC,В Самрук-Энерго рассказали о подробностях сделки
03.10.2025,G42 International готова к реализации пилотных проектов в Казахстане,"С компанией обсудили перспективы сотрудничества в сферах цифровой трансформации, ИИ, энергетики, транспорта и логистики"
03.10.2025,Dynamic Aviation рассматривает РК как стратегическую площадку для инновационных решений,Американская компания намерена реализовать в Казахстане пилотные проекты
03.10.2025,Какую оценку дал президент Венгрии инвестиционному климату Казахстана,Олжас Бектенов и Тамаш Шуйок обсудили экономическое сотрудничество двух стран
03.10.2025,В Карачаганак Петролиум Оперейтинг Б.В. планируют национализировать кадры,В компании обозначена необходимость увеличения доли казахстанских специалистов на ключевых должностях
03.10.2025,Казахстан наращивает экспорт нефти через Каспийский маршрут,"В 2025 году поставки через Актау – Баку – Джейхан достигнут 1,7 млн тонн"
02.10.2025,Президенты Казахстана и Венгрии провели переговоры ,"Отношения между двумя государствами открывают большие перспективы, заявил Тамаш Шуйок"
02.10.2025,Франция проявляет интерес к развитию ядерной энергетики в Казахстане,Посол Франции в РК рассказал о перспективах сотрудничества двух стран
02.10.2025,Казахстан занимает 14 место в мире по производству золота,"За восемь месяцев этого года в РК выпустили 48,2 тонны аффинированного драгметалла"
02.10.2025,Цены на казахстанскую пшеницу вернулись к уровню весны 2022 года – Зерновой союз,"В стране одна тонна пшеницы третьего класса стоит 85 тыс. тенге, за рубежом – 205 долларов"
02.10.2025,Казахстан отправит на экспорт не более 300 тыс. тонн пшеницы Durum – эксперт,Это почти вдвое меньше объема прошлого маркетингового года
02.10.2025,В этом году доля пшеницы третьего класса может снизиться до 40%,"Из-за затяжной уборки урожая качество зерна ухудшается, отметили в Зерновом союзе"
02.10.2025,"По маршруту Баку – Тбилиси – Джейхан транспортировано 3,4 млн тонн казахстанской нефти",Планы по транзиту углеводородов обсудили главы КазМунайГаза и SOCAR
01.10.2025,На АНПЗ стартовали планово-предупредительные работы,С 25 октября запланирован поэтапный ввод в эксплуатацию технологических установок
01.10.2025,POWERCHINA заинтересована в комплексном развитии ВИЭ в Казахстане,Компания готова к долгосрочному партнерству
01.10.2025,"Налог на Google принес Казахстану 111,6 млрд тенге",В 2025 году поступления от иностранных интернет-компаний выросли на 82% по сравнению с прошлым годом
01.10.2025,"Годовая инфляция в сентябре ускорилась до 12,9%","Цены на платные услуги выросли на 15,3%, продовольственные товары – на 12,7%, непродовольственные товары – на 10,8%"
01.10.2025,Как Казахстан уменьшает зависимость бюджета от сырья,"По итогам девяти месяцев в госказну поступило порядка 17,2 трлн тенге"
01.10.2025,ЕБРР выразил готовность к взаимодействию по проекту строительства Камбаратинской ГЭС-1,Зарубежный фининститут может предоставить финансовую поддержку и экспертизу для анализа межправсоглашения
01.10.2025,Сколько тратят казахстанцы на автобусы и такси?,"За январь–август автомобильным и городским электрическим транспортом было перевезено 1,2 млрд пассажиров"
01.10.2025,Moody's оставило суверенный рейтинг Казахстана на уровне Baa1,Прогноз - «Стабильный»
01.10.2025,Почему налоги от недр должны работать на местах,Казахстанский бюджет во многом опирается на добывающие отрасли
01.10.2025,Побережье Каспия и Курчатов рассматриваются для размещения АЭС малой мощности,"Председатель Агентства по атомной энергии Алмасадам Саткалиев уточнил, что обе площадки требуют дальнейшего изучения"
01.10.2025,В Алматинской области планируют построить две АЭС,Причина - дефицит электроэнергии в южных регионах Казахстана
01.10.2025,Как ИИ меняет рынок трудовой миграции в Казахстане ,"Инфраструктура есть, но «цифровой разрыв» среди мигрантов сохраняется"
30.09.2025,Премьер принял участие в заседании Евразийского межправительственного совета в Минске,"На нем приняты решения, направленные на развитие промышленной и агропромышленной кооперации"
30.09.2025,Матч Кайрат – Реал привлек в Алматы более 5 тысяч иностранных туристов,"Основной поток прибыл из Китая, Индии, России, Японии, Великобритании, Испании, Чехии"
30.09.2025,На креативную индустрию в экономике Казахстана приходится всего 1%,Услуги в области культуры подорожали на 11% за год
30.09.2025,"Экономика Казахстана вырастет на 5,3% в 2025 году - прогноз АБР",Росту ВВП будут способствовать увеличение добычи ресурсов и государственные инвестиции в инфраструктуру
30.09.2025,АЗРК выявило риски завышения цен на лекарства и медизделия,"Некоторые препараты, произведенные в Казахстане, стоят дороже аналогичных лекарств от ведущих производителей"
30.09.2025,РК приветствует мирный план президента США по прекращению конфликта в секторе Газа,Казахстан рассматривает эту инициативу в качестве уникальной возможности для урегулирования ситуации на Ближнем Востоке
30.09.2025,Вторая линия Достык-Мойынты: сроки доставки экспортных товаров значительно сократятся ,Скорость контейнерных перевозок возрастет до 1500 километров в сутки
30.09.2025,В Казахстане за нерациональное использование нефти и газа взыскано 14 млрд тенге ,На недропользователей наложено 80 административных штрафов
30.09.2025,"Добросовестные землепользователи получили 6,2 млн гектаров земли",Минсельхоз направил в регионы план перераспределения участков
30.09.2025,Казахстан теряет зарплатное лидерство в ЕАЭС  ,Единственная отрасль в РК с самыми высокими окладами в союзе - горнодобывающая промышленность и разработка карьеров
30.09.2025,Президент запустил вторую линию железной дороги Достык – Мойынты,"Сегодня Казахстан превратился в один из главных транзитных хабов Евразии, заявил глава государства"
30.09.2025,"За год число компаний, применяющих инновационные решения, в Казахстане выросло в 3,5 раза","Предприятия машиностроения, химической и строительной отраслей РК представили свои разработки на выставке ИННОПРОМ.Беларусь"
30.09.2025,"За полгода Казахстан посетили 7,5 млн иностранных гостей",В целом доход туристских объектов составил 151 млрд тенге
29.09.2025,Лекарства и медуслуги в рамках ГОБМП И ОСМС освободят от НДС,Мера направлена на поддержку пациентов и повышение доступности лечения
29.09.2025,"В ЕЭК утвердили освобождение от таможенной пошлины на авиационное, дизтопливо и бензин",Также по решению комиссии до 2030 года в Казахстане будут выпускать авто без кнопки SOS
29.09.2025,Товарооборот между Казахстаном и Италией достиг $20 млрд в 2024 году,"За 8 месяцев этого года данный показатель составил 11,3 млрд долларов"
29.09.2025,Правительство запретило тратить бюджет на новые здания для госорганов,Принято постановление о введении моратория до конца 2028 года
29.09.2025,Зарубежные онлайн-гиганты в Казахстане остаются условными налогоплательщиками - аналитики ,Сколько налогов платят иностранные интернет-компании в РК?
29.09.2025,Перевозка зерна в Казахстане выросла на 14% с начала сентября,По железной дороге перевезли 1 млн тонн зерна нового урожая
29.09.2025,На 50 млрд тенге оштрафовали недропользователей в сфере углеводородов ,С начала года прекращено действие 11 контрактов
29.09.2025,Как KEGOC укрепляет энергосеть южного региона,"Компания реализует масштабный проект, в рамках которого планируется постройка новой линии электропередачи"
29.09.2025,Меры господдержки производителей и экспортеров зерна продлены до 2026 года,Об этом сообщает министерство сельского хозяйства
29.09.2025,Под Алматы высадят 10 гектаров апортового сада ,"К 2027 году общая площадь сада достигнет 110 гектаров, сообщает Минсельхоз"
29.09.2025,В Брюсселе прошёл третий круглый стол по проекту Камбаратинской ГЭС-1 ,"Казахстан, Кыргызстан и Узбекистан реализуют проект, направленный на обеспечение энергетической безопасности Центральной Азии"
27.09.2025, В Алматы построят два новых автобусных парка и газонаполнительные станции,Для этих объектов определили земельные участки
27.09.2025,Лимит на ввоз в Казахстан электромобилей с тарифной льготой скоро закончится - КГД ,"В страну уже завезено 87,2% от установленной квоты"
27.09.2025,Топ-5 новостей недели на Kapital.kz,"Проценты на банковские счета, завод авиатоплива SAF, ForteBank и Home Credit Bank, заводы в АПК"
27.09.2025,Новые рекорды BYD и улучшенные BMW,Обзор новостей авторынка
27.09.2025,В Казахстане приступят к строительству завода по выпуску безалкогольных напитков,"Общий объем инвестиций в проект оценивается в 216,3 млрд тенге"
27.09.2025,На возвращенные активы в селах Актюбинской области построили медучреждения,В регионе реализуется 11 проектов в сфере сельского здравоохранения
26.09.2025,В Казахстане на зиму заготовили 33 млн тонн кормов,"Обстановка по кормообеспеченности в стране стабильная, заверили в МСХ"
26.09.2025,Минусы ветряных станций перечислил глава государства   ,"Уголь остается казахстанским активом, акцентировал президент"
26.09.2025,"В переговорах о строительстве АЭС следует, в первую очередь, исходить из интересов Казахстана ",Об этом заявил Касым-Жомарт Токаев
26.09.2025,При строительстве АЭС нужно соблюдать экологические нормы - глава РК ,"Важно выстраивать конструктивное взаимодействие научных и общественных организаций, отметил президент"
26.09.2025,Первый поезд LRT запустят в Астане 29-30 сентября,Все составы будут курсировать в начале следующего года
26.09.2025,В Казахстане стартовала акция Береке Fest,Инициативу поддержали 80 торговых сетей
26.09.2025,Госинвестиции и экспортный спрос ускорили рост транспортной отрасли,"Для долгосрочной устойчивости сектору необходимы тарифная реформа, частный капитал и инновации"
26.09.2025,"Дефицит бюджета за семь месяцев в Казахстане составил 1,5 трлн тенге","Это чуть меньше, чем в аналогичном периоде 2024 года"
26.09.2025,С начала года Алматы заработал на наружной рекламе свыше 5 млрд тенге,Без поправки на инфляцию это сразу на 66% выше прошлогоднего уровня
26.09.2025,В Казахстане изучают вопрос строительства нового НПЗ - Минэнерго,Проект предполагает совмещение переработки нефти с выпуском нефтехимической продукции
26.09.2025,Семь объектов здравоохранения построят в области Улытау на возвращенные активы ,Из Специального государственного фонда на это выделено 880 млн тенге
26.09.2025,В Жамбылской области начали строить сахарный завод за $200 млн,Инвестором выступает китайская компания Zhongkai Guoyuan
25.09.2025,Утвержден обновленный мастер-план проекта по развитию горнолыжного туризма Almaty Superski,Он станет основой для подготовки ТЭО и ПСД
25.09.2025,Для e-commerce введут отдельную таможенную декларацию,Закон по вопросам регулирования электронной торговли одобрил сенат
25.09.2025,Президент Италии посетит Казахстан с официальным визитом ,В ходе визита состоятся переговоры глав государств
25.09.2025,Сколько казахстанцы тратят на здравоохранение ,За год медикаменты в стране подорожали почти на 10%
25.09.2025,JUMO рассматривает выход на рынок Казахстана,"Компания сообщила о планах по открытию коммерческого офиса в Алматы, созданию сети продаж и постепенной локализации продукции"
25.09.2025,"Объем инвестиций в основной капитал в Казахстане вырос на 14,3%",На бюджетные средства в них приходятся 23%
25.09.2025,Конкурс на лучшее название первой АЭС стартовал в Казахстане,Принять участие в нем может каждый житель страны через eGov Mobile
25.09.2025,"ЕБРР прогнозирует рост экономики Казахстана на 5,7% в 2025 году","В 2026 году темпы роста ВВП могут замедлиться до 4,5%, указывается в отчете банка"
25.09.2025,"В 2025 году в Костанайской области планируют отремонтировать 1,3 тысячи км дорог общего пользования",На эти цели предусматривается 102 млрд тенге
25.09.2025,Отправить посылку с товаром из Казахстана в США будет невозможно ,Американская погранично-таможенная служба приостанавливает их прием
24.09.2025,Druzhba Mining построит завод по выпуску титан-циркониевого концентрата,Проект будет реализован в Павлодарской области
24.09.2025,В Астане начали строить комплекс по переработке зерновых и бобовых культур,Объем инвестиций в проект составляет 320 млн долларов
24.09.2025,Около 70% налогоплательщиков сохранят право работать по упрощенной декларации,"До конца недели опубликуют предварительные списки видов деятельности, по которым разрешат или запретят работать в СНР"
24.09.2025,"Для кого будет действовать «упрощенка» в сфере транспорта, складов и почтовых услуг  ",Будет применяться градация в зависимости от масштабов бизнеса
24.09.2025,Серик Жумангарин: Для большей части предпринимателей на упрощенке условия не изменятся,Для обрабатывающей промышленности вводятся особые правила
24.09.2025,Акцент на микроэкономику предприятий позволит сохранить высокие темпы роста - вице-премьер,"Нужно решать проблемы каждого производственного объекта в отрасли, заявил Серик Жумангарин"
24.09.2025,У жителей каких городов Казахстана наибольшие траты на рестораны и кафе  ,"По данным статведомства, расходы на общепит в Астане и Алматы не самые высокие"
24.09.2025,Казахстан существенно нарастил траты на развитие туризма,За год расходы госбюджета по этой статье увеличились на 43%
24.09.2025,"Розничная торговля в Казахстане выросла на 6,9% за восемь месяцев","Оборот сектора составил почти 14,8 трлн тенге"
24.09.2025,Качество жизни казахстанцев не меняется пропорционально росту доходов - экономист ,"Страна рискует застрять в инфляционной спирали, полагает эксперт"
24.09.2025,Теневую экономику в Казахстане будут выявлять по-новому,В стране будут учитывать новые формы нелегального бизнеса
24.09.2025,Ядыкар Ибрагимов: Вместо поддержки - очередные инициативы,"Отмена экспортной пошлины на вывоз семян подсолнечника может привести к росту цен на подсолнечное масло, считают в НАПМК"
24.09.2025,Модернизация НПЗ: Минэнерго поставило задачу по сокращению сроков реализации ,Увеличить объемы переработки нефти до 39 млн тонн в год планируют в Казахстане
24.09.2025,В Жетысу завершили реконструкцию Кызылагашского водохранилища  ,"На водном объекте усилен катастрофический водосброс, а также построен новый водозаборный узел"
23.09.2025,Бельгия входит в десятку крупнейших инвесторов Казахстана,"В 2024 году объем двусторонней торговли приблизился к 500 млн долларов, сказал Касым-Жомарт Токаев"
23.09.2025,Президент провел переговоры с премьер-министром Люксембурга,Собеседники договорились активизировать контакты между бизнес-сообществами двух стран
23.09.2025,За килограмм говядины 1 700 тенге в живом весе: почему потребители платят гораздо больше,Главы Минсельхоза и Минторговли прокомментировали механизм ценообразования на мясном рынке
23.09.2025,Выйти на полное обеспечение рынка казахстанским мясом птицы намечено к 2027 году,Сегодня доля местной продукции составляет 82%
23.09.2025,Более 80 торговых сетей выделят специальные полки фермерской продукции,У сельхозпроизводителей будет прямой доступ к торговым прилавкам
23.09.2025,Конкурс на лучшее название первой АЭС стартует 25 сентября,Итоговое решение станет известно уже к концу октября
23.09.2025,"С китайской компанией обсудили строительство зерноперерабатывающего, сахарного заводов и птицефабрики",C Henan Agriculture Investment Group договорились о продолжении проработки инвестпроектов
23.09.2025,Минсельхоз усилит контроль за посредниками на мясном рынке,"Выявлены факты, когда перекупщики за короткое время значительно завышали стоимость продукта"
