date,title,description
06.09.2025,Фармотрасль предупредила о рисках из-за новых налоговых норм,"По мнению экспертов, изменения могут спровоцировать дефицит лекарств и подорвать отечественное производство"
04.09.2025,Деловая активность остается в зоне роста с марта 2024 года,В августе 2025 года показатель замедлился
03.09.2025,Депутат предложил ввести Реестр казахстанских товаропроизводителей в пилотном режиме,"Физической возможности перехода на новый реестр еще не существует и нет точной даты его ввода, заявил Айтуар Кошмамбетов"
02.09.2025,Президент пригласил капитанов китайского бизнеса к сотрудничеству,"Этот вопрос будет находиться на особом контроле правительства, сказал Касым-Жомарт Токаев"
29.08.2025,Как цифровизация меняет бьюти-ретейл в Казахстане,"Казахстанские потребители требуют высокого уровня персонализации, хотят получить не только продукт, но и впечатления, новый опыт - эксперты"
27.08.2025,МВД о рынке самокатов: Мы наведем порядок!,"Кикшеринговые компании будут наказывать, если они не ограничат скорость электросамокатов на тротуарах"
26.08.2025,Логистика Будущего в Алматы — точка входа в Центральную Азию,"Эксперты и участники рынка обсудят тренды и представят кейсы по автоматизации, управлению складами"
25.08.2025,В Documentolog прокомментировали заявление АЗРК,В компании считают выводы антимонопольного органа безосновательными
25.08.2025,ЛОТТЕ Рахат решила приостановить перенос алматинской фабрики ,"В компании рассказали, с чем это связано и в какую сумму обойдется объединение двух производственных площадок в Шымкенте"
22.08.2025,Как казахстанец в США создает электродвигатель «нового формата»,"Изобретатель Алмат Салгарин рассказал, как он планирует использовать его в Майами и почему переехал в США"
21.08.2025,Yandex Ads запустил новый инструмент для МСБ в Казахстане,«Простой старт» позволит предпринимателям запускать эффективную онлайн-рекламу без специальных знаний и опыта в маркетинге
21.08.2025,"Казахстанский fashion-ретейл: три тренда, которые определят будущее отрасли","О том, куда движется индустрия моды и какие перспективы открываются для игроков рынка, рассказали представители INTERTOP"
20.08.2025,Предприниматели просят раскрыть критерии налоговых рисков,"Поступающие в НПП обращения свидетельствуют о системном характере данной проблемы, указали в Нацпалате"
20.08.2025,Магазины у дома не должны исчезнуть под давлением налогов – депутат,Айтуар Кошмамбетов встретился с владельцами магазинов шаговой доступности
20.08.2025,"Развивать сервис там, куда не смотрят гиганты",Как inDrive выходит на новые рынки
18.08.2025,"Новая киберстратегия Beeline: быстрый старт, ИИ-защита и масштабируемость",Компания продолжает расширять цифровую защиту бизнеса
18.08.2025,Болат Ақшолақов: Жекешелендіру жарысқа айналмауы тиіс,Қазақстан инвесторлар қауымдастығының төрағасы Мемлекеттік активтерді басқару тұжырымдамасын әзірлеу қажет деп санайды
15.08.2025,Болат Акчулаков: Приватизация не должна быть гонкой,"Председатель Ассоциации инвесторов Казахстана считает, что необходимо разработать Концепцию управления государственными активами"
14.08.2025,"City Center в Алматы хотят продать за 5,4 млрд тенге ","Halyk Bank выставил залоговое имущество для реализации около 1,5 года назад"
14.08.2025,Что известно о новом Khan Tengri Innovation Hub,"Основатель хаба Ляззат Боранкулова рассказала, какие типы стартапов пользуются спросом на китайском венчурном рынке и что нужно знать компаниям перед выходом на рынок КНР"
13.08.2025,Начался прием заявок на третий поток акселератора AI-стартапов по программе AI'preneurs,Он продлится до 26 августа
12.08.2025,Как ученицы НИШ создали приложение для диагностики болезни Паркинсона?,"Соосновательница проекта Mind Shield Фариза Рамазанова рассказала, как работает система и существуют ли ее аналоги в мире"
11.08.2025,В Алматинской области работают почти 150 тысяч предпринимателей,"На поддержку бизнеса из местного бюджета выделено 6,2 млрд тенге, сообщили в акимате региона"
11.08.2025,На что делают ставку соискатели при выборе работодателя? ,"Деньги по-прежнему «номер один», но уже не единственный топовый аргумент"
11.08.2025,Human Capital Forum 2025: точка перезапуска для HR,22 августа в Алматы пройдёт форум в формате open air с идеями для лидеров и бизнеса
11.08.2025,Well Master планирует построить завод в Актюбинской области ,Новое предприятие разместят на территории СЭЗ
08.08.2025,Национальный рейтинг ответственного бизнеса запустят в Казахстане ,Инициатива поддержана президентом
08.08.2025,Бизнес-омбудсмен помог предпринимателям вернуть более 20 млрд тенге,Почти 54% обращений предпринимателей были удовлетворены
07.08.2025,«Логистика Будущего» в Алматы - точка входа в Центральную Азию,"Лидеры индустрии, поставщики технологий, 3PL-операторы, производители соберутся на одной площадке"
06.08.2025,Астанада еліміздегі ең ірі ойын-сауық паркі салынады,10 мың шаршы метр аумақта 100-ден астам аттракцион орналасады
06.08.2025,В Астане построят самый большой в стране развлекательный парк ,Более 100 аттракционов займут территорию в 10 тысяч квадратных метров
04.08.2025,"Деловая активность улучшилась: рост в торговле, услугах и производстве",В строительстве и горнодобывающей промышленности показатель остался в зоне снижения
02.08.2025,Kusto Home и Time Group Construction вложат 3 млрд тенге в новый парк,FLOW Парк откроют в Алматы
31.07.2025,Кайрат Боранбаев инициировал реконструкцию сквера им. Ахмета Байтурсынова,"Сквер станет площадкой для выставок, инсталляций, концертов и городских событий"
31.07.2025,Business.enbek.kz начнет принимать заявки на гранты для бизнес-идей по второму потоку ,В его рамках планируется выдача 4 873 грантов
30.07.2025,Доля Яндекс Поиска в Казахстане превысила 24%,"Благодаря нейросетям поиск информации стал быстрее, а контент на казахском языке — доступнее"
30.07.2025,Акционеры Solidcore одобрили решение по обмену заблокированных акций ,Держатели таких бумаг должны будут завершить перевод своих акций на счет компании до 31 октября включительно
30.07.2025,Freedom принял участие в подготовке первых операторов грузовых дронов,"Теоретическое обучение в Академии гражданской авиации прошли пять человек, в августе стартует практическое"
30.07.2025,Кто становится лидером в быстроменяющемся мире,В исследовании McKinsey «Путь лидерства» просуммировали кейсы 500 наиболее успешных руководителей высшего уровня
29.07.2025,В  Туркестанской области будут производить подсолнечное масло,Сумма инвестиций в новый завод составит 800 млн тенге
29.07.2025,Бизнесмен Серик Касымбеков строит спорткомплекс в Карагандинской области ,Открытие запланировано на сентябрь текущего года
28.07.2025,Кайрат Боранбаев рассказал о процессе реконструкции «Целинного»,"В новом центре будут зал для проведения концертов и выставок, ресторан, библиотека"
25.07.2025,Top Employers Institute присвоил Halyk Bank статус Лучшего работодателя в Казахстане,В 2025 году статус Top Employer присужден организациям из 125 стран и регионов
23.07.2025,AIX одобрила делистинг крупного грузоперевозчика Globaltrans c биржи ,Решение вступит в силу 21 августа
21.07.2025,Какие игрушки производят в Казахстане ,Лидером по объёму выпуска в секторе стала Алматинская область
21.07.2025,Тимур Турлов намерен запустить проекты в Туркестанской области ,"В частности, обсуждается участие в проекте «Умный город»"
18.07.2025,Казахстанский стартап получил поддержку от топ-менеджеров Shell и Qatar Energy,CYBERPACK.AI привлек 300 тысяч долларов ангельских инвестиций
16.07.2025,СПК Сарыарка приглашает инвесторов построить отели в Балхаше,В городе планируется возведение 4- и 5-звездочных гостиниц
16.07.2025,В Казахстане заметно сократилось присутствие российского бизнеса,55% общего спада сформировали наиболее крупные из них – торговля и IT
16.07.2025,Сервис ҚТЖ по логистике теперь доступен в eGov Business,"Он позволяет управлять договорами, отслеживать грузы в реальном времени, получать аналитику"
15.07.2025,Мусоросжигательный комплекс с элементами генерации электроэнергии построят в Карагандинской области ,Проект планируют реализовать совместно с китайскими партнерами
14.07.2025,Бизнес и государство обсуждают возможную отмену формы 1-ТС с 2027 года,Предложено упростить отчетность и снизить нагрузку на внешнеторговые компании
14.07.2025, В Костанайской области построят птицефабрику мощностью 200 млн яиц в год,"Общая стоимость инвестиций составит 1,2 млрд тенге"
14.07.2025,Американский венчурный фонд инвестировал в стартап Finflow,Привлеченные средства команда планирует направить на развитие продукта для МСБ Центральной Азии
11.07.2025,Как личная репутация врача может стать основой успешного бизнеса,"Cтоматолог Адиль Сейфуллин о бизнесе, пациентах и будущем"
09.07.2025,Проект Тимура Турлова и Алексея Ли получил сертификат на грузовой дрон,"Документ подтверждает, что «техника отвечает требованиям безопасности и может использоваться в реальных условиях»"
09.07.2025,Condor Energies намерена построить заводы по производству сжиженного газа и метанола,Предприятия планируют запустить в работу в 2027 году
08.07.2025,BI Group подарит столице детскую музыкальную школу,"Строительство Центра искусств BI ART площадью 5000 м² завершится в конце этого года, сообщает Айдын Рахимбаев"
08.07.2025,Grand Games купила сервис доставки еды EMENU,Студия приобрела 75% доли карагандинской платформы
04.07.2025,Jusan Mobile приобретает 51% в Unit Telecom,Сумма сделки пока не раскрывается
04.07.2025,Деловая активность осталась в зоне роста,Наибольший спрос в июне был отмечен в производстве
03.07.2025,Баян Сулу закрывает филиал в Челябинске ,В группе «KazFoodProducts» прокомментировали это решение
01.07.2025,Yandex Qazaqstan запустил виртуальный офис Яндекс 360 с ИИ-функциями для бизнеса,Виртуальный офис включает 12 сервисов для эффективной работы команды
01.07.2025,Социальная ответственность: от расходов к доходам ,Как превратить ESG-проекты в источник конкурентных преимуществ
30.06.2025,S&P повысило рейтинг «КазМунайГаза» до «BBB-»,Прогноз - «стабильный»
30.06.2025,Как P&G разрабатывает продукты завтрашнего дня,Инновации помогают компании совершенствовать товары для быта миллионов людей
26.06.2025,"Технологии в деле: бизнес и государство обсудили ИИ, облака и большие данные","Как искусственный интеллект, облачные решения и большие данные используют в разных сферах в Казахстане — рассказали представители бизнеса и правительства"
25.06.2025,Завод по производству сухих гипсовых смесей построит Knauf в Жамбылской области,"Объем инвестиций в предприятие оценивается в 30,5 млн долларов"
24.06.2025,Еркин Татишев открыл отель в Тбилиси,"Мажоритарный акционер Kusto Group рассказал, что его реконструкцией занималась знаменитая шанхайская архитектурная студия Neri&Hu"
24.06.2025,Visa и Halyk объявляют о старте приема заявок для участия в She’s Next,Глобальная инициатива направлена на поддержку и развитие женского предпринимательства
23.06.2025,Казахстан и Азербайджан построят на Алаколе санаторно-курортный комплекс,Посол РК в Азербайджане Алим Байель встретился с министром экономики Азербайджана Микаилом Джаббаровым
23.06.2025,"Polpharma Group инвестирует $62,6 млн в расширение завода в Шымкенте  ",На эти средства построят новые производственные здания и лабораторные площади
23.06.2025,Турецкий Köksan Holding построит завод в Алматы за 44 млрд тенге  ,На предприятии будут перерабатывать пластик и производить ПЭТ-преформы
19.06.2025,Растущий бизнес: почему купольные конструкции NomadHouse это выгодно и практично,"Руслан Анафиянов рассказал, как идея туризма в экстремальных условиях Восточного Казахстана переросла в производство энергоэффективных домов"
18.06.2025,"В 2025 году оборот beauty-рынка Казахстана достигнет $2,15 млрд ",Эксперты назвали тренды развития индустрии
12.06.2025,В Туркестанской области откроют завод по переработке чеснока,Переговоры об этом провели с представителями китайской компании Wanglin Group
12.06.2025,"Арсен Томский: Успех измеряется не в деньгах, а в степени влияния на мир","Основатель и CEO inDrive о цели создания нового бесплатного университета inVision U, инвестициях на этом этапе и других некоммерческих инициативах компании"
11.06.2025,У Air Astana появилась еще одна «дочка»,Terminal Services сосредоточится на наземном обслуживании
11.06.2025,Итоги рекламно-медийной конференции ADTribune-2025,"Участниками конференции стали около 500 представителей Казахстана, Узбекистана, Таджикистана, Кыргызстана, России, Беларуси и Ирландии"
11.06.2025,По какой цене Алтыналмас приобрела Майкаинзолото? ,"Активы золотодобывающей компании оценивались в 24,5 млрд тенге"
10.06.2025,Социальные предприниматели арендуют помещения на льготных условиях ,Договор с победителем конкурса заключают сроком до трёх лет с возможностью пролонгации
10.06.2025,В Алматы открыли завод по производству медицинских изделий,"Общий объем инвестиций в проект составил 2,1 млрд тенге"
09.06.2025,"Выручка RG Brands выросла на 11% и достигла 39,8 млрд тенге",Компания опубликовала промежуточную консолидированную финансовую отчетность
09.06.2025,Казахстанский стартап Shart Rate привлек $150 тысяч инвестиций,Средства вложил бизнес-ангел Асхат Усманов
09.06.2025,Грант на свое дело получат 260 жителей Шымкента ,Претендентам надо защитить бизнес-проекты перед комиссией с 9 по 19 июня
06.06.2025,Как стартапу из Центральной Евразии выжить в гонке с IT-гигантами ,На этот вопрос ответили участники одной из панельных сессий Central Eurasian Venture Forum
05.06.2025,Мурат Абдрахманов раскрыл сумму инвестиций за 10 лет,"Казахстанский бизнес-ангел рассказал, в какие стартапы он поверил"
05.06.2025,Сегодня в Алматы пройдет VII ежегодная рекламно-медийная конференция ADTribune,Также организована онлайн-трансляция конференции
04.06.2025,ИИ-стартап RE:CREATE AI привлек $150 тысяч инвестиций,"Привлеченные средства пойдут на расширение команды разработки, запуск мобильного приложения и улучшение AI-моделей"
04.06.2025,"Karavansaray: Там, где история встречается с инновациями",Интервью с представителем одного из самых масштабных туристических проектов Казахстана Муратом Онаном о перспективах развития этого направления
04.06.2025,В Туркестанской области могут построить завод по производству вертолетов и беспилотников,Иностранный инвестор планирует вложить около 290 млн долларов
03.06.2025,Ввести обязательство по офтейк-контрактам с частными компаниями предлагают в Казахстане,В правительстве высказались в поддержку этой инициативы
03.06.2025,Бизнес-сообщество заявило об отсутствии прозрачной методики оценки сырья,НПП «Атамекен» обратилась к правительству с просьбой не засекречивать ее
03.06.2025,Тимур Турлов стал стратегическим акционером CTOgram,Бизнесмен увеличил свою долю до 41%
03.06.2025,Как бизнес в Казахстане использует ИИ,"Внедрение искусственного интеллекта - длительный процесс, поэтому важно правильно управлять ожиданиями стейкхолдеров, отмечают бизнесмены"
02.06.2025,Нурбанк победил в премии Employer Brand Eurasia с программой Путевка в жизнь  ,"Проект признан примером устойчивой инициативы, которая меняет судьбы"
02.06.2025,Авиафлот FlyArystan пополнился новым самолетом Airbus A320,Воздушное судно начнет выполнять полеты в июне 2025 года
02.06.2025,"Как построить компанию, которая выигрывает не в Excel, а в реальном мире?",Почему операционная эффективность становится главным активом роста
30.05.2025,Danone инвестирует 6 млн евро в увеличение производства в Казахстане,Годовой объем производства на предприятии нарастят до 40 тысяч тонн
30.05.2025,Государство задерживает поддержку пассажирского автотранспорта - НПП ,"Условия конкуренции между государственными и частными перевозчиками должны быть равными, заявляют в Нацпалате"
29.05.2025,Турецкие и катарские инвесторы построят в Астане комплекс за $320 млн,На предприятии будут перерабатывать зерновые и зернобобовые культуры
29.05.2025,Алексей Ли: Тимур Турлов инвестирует в доставку товаров дронами  ,"Для осуществления проекта создана лаборатория Freedom X, проводятся ежедневные испытания беспилотников в степи"
29.05.2025,Турецкая ORZAX намерена построить в Туркестанской области завод по производству БАДов ,Общая стоимость проекта оценивается в 40 млн долларов
28.05.2025,ADTribune-2025: главные темы рекламно-медийной конференции,"Впервые будет представлен радиоблок, включающий аналитику аудитории и рекомендации по эффективному использованию этого канала коммуникации"
27.05.2025,Бизнес обеспокоен высокими тарифами на железнодорожные перевозки,"Особенно остро ситуация отражается на экспортных поставках, заявили в Нацпалате"
27.05.2025,Сектор аренды в Казахстане: недооцененный рынок с миллиардным потенциалом,Казахстанцы стали осторожнее в тратах и начали пересматривать отношение к собственности
26.05.2025,Решение для бизнеса: в Алматы презентован новый Hyundai Porter,Грузовик оптимально подходит для эксплуатации в городских условиях благодаря своей маневренности и компактным габаритам
23.05.2025,Доступная генерация: как IT-разработчики могут сэкономить? ,"В AVM.AI рассказали, чем интересна технология по объединению разрозненных видеокарт и как проект вышел на дата-центры Малайзии, ОАЭ, Германии, США"
21.05.2025,Tethys Petroleum возобновила добычу газа на месторождениях Аккулка и Кызылой,Ранее газовые месторождения были закрыты из-за спора по цене и оплате за газ со стороны QazaqGaz
21.05.2025,Orbis выводит бренд Valvoline на рынок Казахстана,Это дебютный выход группы компаний Фарруха и Сухраба Махмудовых на рынок моторных масел
21.05.2025,Реестр казахстанских товаропроизводителей: что изменится для бизнеса  ,До конца 2025 года продолжается выдача сертификатов СТ-KZ и Индустриальных сертификатов
19.05.2025,Владельцем Astel стала компания Тимура Турлова,"Во Freedom Telecom объяснили, почему было принято решение о покупке"
19.05.2025,"Александр Орлов: В ресторанном бизнесе побеждают те, кто умеет строить систему",Ресторанный холдинг Sun Group запустил франчайзинг: семь брендов теперь доступны для партнеров в Центральной Азии
19.05.2025,"В Алматы начали производить радиаторы, кабель и косметику",Все эти предприятия запустили на территории Индустриальной зоны
16.05.2025,QazaqGaz продаст 75% доли участия в GPC Investment до конца июня  ,Покупателем является катарский UCC Holding
16.05.2025,Катарский Power International Holding зарегистрировал компанию в Astana Hub ,В целом холдинг намерен расширить инвестиционное присутствие в Казахстане
14.05.2025,CCI Казахстан признана одним из лучших работодателей по версии Top Employer,"Сертификат вручали по итогам анализа уровня зарплат, HR-стратегии компаний и корпоративной культуры"
13.05.2025,В Алматы на поддержку бизнеса выделено 70 млрд тенге ,Из них почти 53 млрд тенге направят из местного бюджета
12.05.2025,Taobao официально выходит на рынок Казахстана ,Новый интерфейс приложения расширит возможности для покупателей
12.05.2025,С 21 мая стартует прием заявок на гранты для реализации бизнес-идей,Размер гранта - свыше 1 млн тенге
12.05.2025,Как алматинка построила успешный театральный бизнес в США,"История Ирины Валиулловой, которая открыла уникальный театр в Майами"
12.05.2025,Как начать свое дело ,Жителей Астаны консультируют по получению грантов для старта бизнеса
10.05.2025,Алексей Ли объявил о решении закрыть Pinemelon в США,"Это был наш первый опыт запуска компании в США — и точно не последний, написал бизнесмен"
08.05.2025,Какой пакет акций Qazaq Air продан инвесторам? ,"Госфонд ""Самрук-Казына"" сообщил об этом на сайте KASE"
08.05.2025,В 2025 году господдержку получат 10 тысяч бизнес-проектов,Подписаны соглашения с пятью банками
06.05.2025,Qazaq Air переименуют в Vietjet Qazaqstan  ,"Отлагательные условия сделки по продаже казахстанской авиакомпании исполнены, акции переданы на лицевые счета инвестора"
06.05.2025,Sovico рассматривает возможность покупки аэропорта в Казахстане,"Авиакомпании нужен базовый аэропорт, считает Серик Жумангарин"
06.05.2025, TAV Holding инвестирует в развитие аэропорта Алматы $362 млн,Заключен соответствующий договор
06.05.2025,Присоединение как инструмент интеграции в МФЦА:  новые возможности для ТОО,Эксперты рассказали о правовых особенностях процедуры
05.05.2025,Цифровой сервис для путешествий Aviata сменил название на Freedom Travel,"Мы продолжаем выстраивать полноценную экосистему цифровых сервисов для наших клиентов, сказал Тимур Турлов"
02.05.2025,В апреле деловая активность незначительно улучшилась,"Улучшение динамики зафиксировано в секторе услуг, производстве и торговле"
02.05.2025,Транстелеком стал обладать еще одним активом - TTС RailTech,Сделка произошла 28 апреля 2025 года
02.05.2025,"Зачем бизнес-лидеру личный бренд, если у него уже есть сильная компания?","Лидеры, которые умеют вызывать эмоции, говорить просто и быть активными в цифровой среде, получают больше доверия"
29.04.2025,Как автоматизация рекрутинга помогает бизнесу «нарастить мышцы»,"Основатель проекта по цифровизации процесса отбора, собеседования и найма tapHR Бекұзақ Амангелді рассказал, как его платформа помогает повысить конкурентоспособность бизнеса"
28.04.2025,Придет ли в Казахстан кофе третьей волны,"О трендах на рынке, развитии бизнеса и предстоящей Astana Coffee Expo рассказал организатор выставки  Айбек Аханов"
